Chromosome/scaffold name	Gene stable ID	Gene stable ID version	Gene start (bp)	Gene end (bp)
6	ENSG00000224583	ENSG00000224583.1	74642384	74652002
8	ENSG00000286471	ENSG00000286471.1	54381698	54394870
8	ENSG00000235778	ENSG00000235778.1	7341826	7342942
6	ENSG00000235122	ENSG00000235122.4	49714325	49820503
8	ENSG00000286113	ENSG00000286113.1	73879046	73882733
3	ENSG00000242516	ENSG00000242516.2	75672300	75742048
8	ENSG00000254330	ENSG00000254330.1	64703774	64734459
8	ENSG00000076641	ENSG00000076641.4	80967810	81112068
16	ENSG00000261210	ENSG00000261210.8	19285731	19322145
3	ENSG00000226845	ENSG00000226845.1	40596207	40597494
3	ENSG00000272573	ENSG00000272573.6	52833114	52835019
2	ENSG00000213772	ENSG00000213772.3	9271292	9271628
2	ENSG00000225649	ENSG00000225649.6	12780593	13007029
1	ENSG00000116138	ENSG00000116138.13	15526813	15592379
6	ENSG00000281613	ENSG00000281613.2	112236806	112350094
7	ENSG00000226075	ENSG00000226075.2	63233035	63234245
8	ENSG00000286837	ENSG00000286837.1	42842989	42844876
16	ENSG00000261092	ENSG00000261092.1	50390916	50395133
8	ENSG00000254177	ENSG00000254177.1	81058523	81067744
16	ENSG00000260341	ENSG00000260341.1	35492324	35493446
8	ENSG00000228984	ENSG00000228984.3	46784800	46785928
16	ENSG00000261178	ENSG00000261178.2	60925733	60928541
7	ENSG00000227035	ENSG00000227035.1	64106822	64107572
16	ENSG00000102970	ENSG00000102970.11	57404767	57416063
8	ENSG00000131203	ENSG00000131203.13	39902275	39928790
7	ENSG00000180233	ENSG00000180233.11	30284597	30367689
10	ENSG00000138152	ENSG00000138152.10	122271296	122338159
6	ENSG00000112159	ENSG00000112159.12	89642498	89819794
11	ENSG00000235268	ENSG00000235268.2	95025258	95027596
18	ENSG00000166634	ENSG00000166634.7	63542369	63569329
11	ENSG00000254747	ENSG00000254747.1	81552226	81552516
16	ENSG00000259940	ENSG00000259940.2	27213308	27214993
20	ENSG00000125995	ENSG00000125995.16	35699272	35700984
11	ENSG00000270578	ENSG00000270578.1	95145437	95146004
2	ENSG00000084710	ENSG00000084710.14	25042076	25159135
16	ENSG00000260012	ENSG00000260012.1	47262741	47263500
17	ENSG00000263604	ENSG00000263604.1	27683946	27684144
11	ENSG00000033327	ENSG00000033327.13	78215293	78418348
16	ENSG00000260600	ENSG00000260600.1	61691756	61693750
16	ENSG00000260658	ENSG00000260658.6	63314264	63618046
7	ENSG00000230614	ENSG00000230614.3	85381118	85381375
7	ENSG00000261535	ENSG00000261535.1	102153355	102154463
12	ENSG00000257534	ENSG00000257534.1	54162065	54164452
16	ENSG00000261742	ENSG00000261742.6	65284496	65576345
7	ENSG00000231394	ENSG00000231394.1	55593777	55595006
12	ENSG00000286563	ENSG00000286563.1	67329014	67350924
7	ENSG00000136206	ENSG00000136206.4	43997897	44010122
12	ENSG00000250742	ENSG00000250742.4	54126082	54147485
17	ENSG00000175832	ENSG00000175832.13	43527844	43579620
12	ENSG00000257125	ENSG00000257125.1	52751978	52753821
12	ENSG00000177340	ENSG00000177340.5	31324316	31325829
15	ENSG00000259232	ENSG00000259232.2	65475318	65475614
12	ENSG00000285528	ENSG00000285528.1	56449700	56488170
12	ENSG00000257364	ENSG00000257364.1	74292324	74293096
15	ENSG00000288068	ENSG00000288068.1	68985795	68998679
12	ENSG00000257265	ENSG00000257265.1	71007773	71032083
12	ENSG00000170442	ENSG00000170442.12	52249300	52309163
10	ENSG00000266200	ENSG00000266200.6	116620953	116645143
18	ENSG00000260578	ENSG00000260578.1	67481791	67484966
15	ENSG00000137841	ENSG00000137841.12	40278176	40307935
18	ENSG00000171451	ENSG00000171451.15	67506587	67516720
16	ENSG00000283304	ENSG00000283304.1	54542808	54559100
18	ENSG00000263424	ENSG00000263424.1	67506589	67514030
16	ENSG00000261234	ENSG00000261234.1	65938189	65938453
7	ENSG00000205267	ENSG00000205267.5	101201809	101203526
7	ENSG00000230252	ENSG00000230252.1	64110547	64111550
16	ENSG00000166246	ENSG00000166246.14	4734344	4749396
7	ENSG00000234273	ENSG00000234273.1	109521981	109597166
18	ENSG00000167216	ENSG00000167216.18	46917492	47102243
7	ENSG00000235503	ENSG00000235503.2	83355154	83362266
20	ENSG00000131051	ENSG00000131051.24	35701347	35742312
7	ENSG00000233601	ENSG00000233601.1	57599794	57610104
7	ENSG00000286076	ENSG00000286076.1	106425278	106511544
3	ENSG00000168036	ENSG00000168036.18	41194741	41260096
7	ENSG00000241685	ENSG00000241685.10	99325898	99366262
4	ENSG00000280015	ENSG00000280015.1	38390754	38391675
4	ENSG00000251080	ENSG00000251080.1	27133996	27140051
12	ENSG00000256075	ENSG00000256075.1	68473741	68474902
4	ENSG00000249079	ENSG00000249079.1	49212251	49212624
12	ENSG00000286279	ENSG00000286279.1	59322765	59436874
12	ENSG00000135443	ENSG00000135443.8	52360006	52367481
4	ENSG00000135605	ENSG00000135605.13	48135783	48269838
10	ENSG00000065154	ENSG00000065154.12	124397303	124418976
9	ENSG00000236668	ENSG00000236668.2	124006277	124009396
12	ENSG00000241146	ENSG00000241146.1	52885429	52886385
9	ENSG00000272934	ENSG00000272934.1	38542389	38543215
18	ENSG00000267480	ENSG00000267480.1	12031178	12032181
11	ENSG00000172927	ENSG00000172927.8	69294151	69367726
9	ENSG00000231744	ENSG00000231744.1	124598707	124599580
18	ENSG00000266995	ENSG00000266995.1	12040101	12040300
12	ENSG00000258245	ENSG00000258245.1	75688794	75689096
18	ENSG00000267292	ENSG00000267292.1	12050309	12050672
9	ENSG00000176134	ENSG00000176134.5	64637845	64652556
18	ENSG00000141385	ENSG00000141385.11	12328944	12377227
8	ENSG00000254105	ENSG00000254105.1	73651289	73651602
12	ENSG00000076067	ENSG00000076067.13	56521820	56596193
9	ENSG00000030304	ENSG00000030304.14	110668779	110806558
22	ENSG00000161179	ENSG00000161179.14	21628089	21630064
16	ENSG00000277369	ENSG00000277369.1	11797468	11798275
16	ENSG00000261299	ENSG00000261299.1	35425364	35426483
16	ENSG00000279490	ENSG00000279490.1	17082295	17085049
16	ENSG00000285800	ENSG00000285800.1	52583694	52588879
16	ENSG00000260347	ENSG00000260347.1	48496990	48498601
16	ENSG00000125170	ENSG00000125170.11	57471922	57487327
11	ENSG00000279093	ENSG00000279093.1	65561484	65561607
8	ENSG00000198363	ENSG00000198363.18	61500556	61714640
11	ENSG00000255391	ENSG00000255391.1	87480736	87481297
11	ENSG00000197882	ENSG00000197882.3	86832540	86833449
11	ENSG00000254721	ENSG00000254721.1	70206291	70207390
10	ENSG00000213025	ENSG00000213025.2	68632371	68632727
10	ENSG00000276490	ENSG00000276490.1	94688154	94853073
11	ENSG00000278980	ENSG00000278980.1	91208838	91209590
11	ENSG00000255928	ENSG00000255928.1	73722349	73722694
11	ENSG00000278837	ENSG00000278837.1	89954593	89954908
11	ENSG00000255855	ENSG00000255855.2	95049422	95051338
22	ENSG00000161180	ENSG00000161180.11	21632716	21637329
7	ENSG00000234545	ENSG00000234545.8	92560758	92590393
11	ENSG00000256148	ENSG00000256148.1	73510658	73510820
10	ENSG00000260461	ENSG00000260461.1	103877374	103879761
11	ENSG00000278929	ENSG00000278929.1	87565994	87566421
11	ENSG00000260808	ENSG00000260808.1	68612899	68616711
11	ENSG00000255540	ENSG00000255540.1	89731017	89734782
10	ENSG00000170430	ENSG00000170430.10	129467190	129770983
11	ENSG00000255295	ENSG00000255295.1	89498748	89499198
11	ENSG00000255235	ENSG00000255235.1	89883927	89886213
11	ENSG00000214414	ENSG00000214414.9	89710299	89717872
22	ENSG00000273342	ENSG00000273342.1	21640844	21641284
22	ENSG00000128228	ENSG00000128228.5	21642302	21644299
11	ENSG00000279603	ENSG00000279603.1	89300709	89301477
11	ENSG00000255191	ENSG00000255191.1	69985876	70015815
4	ENSG00000157796	ENSG00000157796.18	39182504	39285810
11	ENSG00000255203	ENSG00000255203.1	86857059	86857947
11	ENSG00000268635	ENSG00000268635.2	77473371	77477030
11	ENSG00000254888	ENSG00000254888.2	90074839	90075096
22	ENSG00000207751	ENSG00000207751.3	21652270	21670237
10	ENSG00000156398	ENSG00000156398.13	102714538	102743492
22	ENSG00000212102	ENSG00000212102.1	21652981	21653058
22	ENSG00000283871	ENSG00000283871.1	21653304	21653385
22	ENSG00000284630	ENSG00000284630.1	21657811	21661021
18	ENSG00000251937	ENSG00000251937.1	12400412	12400473
22	ENSG00000284651	ENSG00000284651.1	21661242	21661295
11	ENSG00000137494	ENSG00000137494.14	83193712	83260694
22	ENSG00000284654	ENSG00000284654.1	21661476	21661593
22	ENSG00000284621	ENSG00000284621.1	21661859	21661929
18	ENSG00000141391	ENSG00000141391.14	12407896	12432238
22	ENSG00000272954	ENSG00000272954.1	21661934	21662363
22	ENSG00000100023	ENSG00000100023.20	21666000	21700015
7	ENSG00000227948	ENSG00000227948.4	111411319	111411883
17	ENSG00000264743	ENSG00000264743.2	30975387	30975954
7	ENSG00000169902	ENSG00000169902.15	66205317	66420543
17	ENSG00000226478	ENSG00000226478.3	16745636	16746761
17	ENSG00000277363	ENSG00000277363.5	38530031	38605952
14	ENSG00000258081	ENSG00000258081.4	26599755	27295516
6	ENSG00000005700	ENSG00000005700.15	82169986	82247754
14	ENSG00000253883	ENSG00000253883.1	106196700	106196990
14	ENSG00000286607	ENSG00000286607.1	91264903	91266666
14	ENSG00000231475	ENSG00000231475.3	106349283	106349792
14	ENSG00000165496	ENSG00000165496.5	46651010	46651781
1	ENSG00000231207	ENSG00000231207.1	27389468	27390145
14	ENSG00000273729	ENSG00000273729.1	77028086	77031572
14	ENSG00000251602	ENSG00000251602.7	105416884	105419739
X	ENSG00000203989	ENSG00000203989.5	120072264	120077690
1	ENSG00000142765	ENSG00000142765.18	27342020	27353937
9	ENSG00000173077	ENSG00000173077.16	114850968	115402644
X	ENSG00000175718	ENSG00000175718.10	115189410	115192868
14	ENSG00000258431	ENSG00000258431.1	70858844	70859429
X	ENSG00000268447	ENSG00000268447.6	52751132	52790305
12	ENSG00000278475	ENSG00000278475.1	45789189	45789657
14	ENSG00000276210	ENSG00000276210.2	106287674	106288828
12	ENSG00000234925	ENSG00000234925.2	68642519	68642993
7	ENSG00000070669	ENSG00000070669.17	97851677	97872542
12	ENSG00000257531	ENSG00000257531.2	50217662	50218343
12	ENSG00000256037	ENSG00000256037.1	67351436	67352039
12	ENSG00000257159	ENSG00000257159.1	57967058	57968399
14	ENSG00000131966	ENSG00000131966.14	58200080	58235636
12	ENSG00000257165	ENSG00000257165.5	78448995	78540675
2	ENSG00000235911	ENSG00000235911.1	19711715	19717576
9	ENSG00000136942	ENSG00000136942.15	124857880	124861981
11	ENSG00000225581	ENSG00000225581.3	89993536	89999741
18	ENSG00000267108	ENSG00000267108.1	12432897	12437635
18	ENSG00000267199	ENSG00000267199.1	12438890	12448205
11	ENSG00000270689	ENSG00000270689.1	95143637	95145125
12	ENSG00000066117	ENSG00000066117.15	50085200	50100707
10	ENSG00000148735	ENSG00000148735.15	113751262	113783429
18	ENSG00000267515	ENSG00000267515.1	12450447	12451042
18	ENSG00000267287	ENSG00000267287.1	79576460	79589010
2	ENSG00000196208	ENSG00000196208.14	11482341	11642788
11	ENSG00000166004	ENSG00000166004.15	93661682	93730358
18	ENSG00000267409	ENSG00000267409.1	79610747	79612303
18	ENSG00000178412	ENSG00000178412.4	79638928	79679745
18	ENSG00000274828	ENSG00000274828.1	79677287	79679358
18	ENSG00000060069	ENSG00000060069.18	79679803	79754503
9	ENSG00000225361	ENSG00000225361.4	135462727	135480777
9	ENSG00000286203	ENSG00000286203.1	94147966	94157219
9	ENSG00000148215	ENSG00000148215.4	122788933	122789895
9	ENSG00000287708	ENSG00000287708.1	14395791	14472407
9	ENSG00000233081	ENSG00000233081.1	91426238	91427144
9	ENSG00000234789	ENSG00000234789.1	129640476	129641282
9	ENSG00000227412	ENSG00000227412.1	85492579	85494094
9	ENSG00000254473	ENSG00000254473.1	83707594	83713378
9	ENSG00000280286	ENSG00000280286.1	65646982	65652679
9	ENSG00000228248	ENSG00000228248.1	77580245	77580628
9	ENSG00000215210	ENSG00000215210.3	30689105	30690272
9	ENSG00000269929	ENSG00000269929.3	94166258	94200902
X	ENSG00000147036	ENSG00000147036.12	37571569	37684463
9	ENSG00000275329	ENSG00000275329.1	136122521	136124363
9	ENSG00000227200	ENSG00000227200.1	124262876	124265809
9	ENSG00000226047	ENSG00000226047.1	107117459	107121705
9	ENSG00000280366	ENSG00000280366.1	79975023	79990064
17	ENSG00000279337	ENSG00000279337.1	30724982	30725181
17	ENSG00000141744	ENSG00000141744.4	39667981	39670475
X	ENSG00000275520	ENSG00000275520.2	72938163	72938958
9	ENSG00000136861	ENSG00000136861.18	120388869	120580170
X	ENSG00000283463	ENSG00000283463.2	149929573	149931287
X	ENSG00000063587	ENSG00000063587.15	153334147	153360110
16	ENSG00000140859	ENSG00000140859.16	57758217	57863053
17	ENSG00000287671	ENSG00000287671.1	21442805	21451525
17	ENSG00000274419	ENSG00000274419.6	38003976	38014902
1	ENSG00000158161	ENSG00000158161.16	27970344	28088637
X	ENSG00000102081	ENSG00000102081.15	147911919	147951125
4	ENSG00000286599	ENSG00000286599.1	55889743	55903177
4	ENSG00000248254	ENSG00000248254.1	47556731	47560259
4	ENSG00000286141	ENSG00000286141.1	28580991	28600845
4	ENSG00000250340	ENSG00000250340.1	58524515	58536328
4	ENSG00000002587	ENSG00000002587.10	11393150	11429564
10	ENSG00000148824	ENSG00000148824.19	133394094	133422520
15	ENSG00000259238	ENSG00000259238.1	59688517	59689418
4	ENSG00000251296	ENSG00000251296.1	10167159	10167765
11	ENSG00000184384	ENSG00000184384.14	95976598	96343195
4	ENSG00000250312	ENSG00000250312.8	124501	202303
15	ENSG00000137809	ENSG00000137809.17	68296532	68432163
11	ENSG00000150316	ENSG00000150316.12	94962620	94973586
22	ENSG00000100027	ENSG00000100027.17	21697536	21735794
18	ENSG00000266901	ENSG00000266901.1	79702721	79703651
17	ENSG00000237183	ENSG00000237183.1	41280604	41280810
18	ENSG00000266924	ENSG00000266924.1	79787121	79791432
18	ENSG00000267780	ENSG00000267780.2	79792726	79816529
18	ENSG00000178342	ENSG00000178342.4	79863668	79900184
14	ENSG00000258412	ENSG00000258412.1	96210860	96214818
4	ENSG00000174130	ENSG00000174130.12	38823715	38856817
14	ENSG00000270474	ENSG00000270474.2	106356145	106356591
17	ENSG00000131242	ENSG00000131242.18	31391675	31538211
14	ENSG00000100744	ENSG00000100744.15	96363452	96387288
18	ENSG00000278075	ENSG00000278075.1	79900555	79900903
18	ENSG00000122490	ENSG00000122490.19	79902420	79951657
4	ENSG00000251635	ENSG00000251635.2	38564003	38572022
4	ENSG00000287999	ENSG00000287999.1	52252820	52551574
12	ENSG00000257808	ENSG00000257808.1	53159586	53161000
4	ENSG00000250190	ENSG00000250190.2	28996498	29017256
12	ENSG00000188646	ENSG00000188646.6	74663774	74664141
12	ENSG00000260470	ENSG00000260470.1	54145069	54147225
12	ENSG00000255652	ENSG00000255652.4	34190471	34219246
11	ENSG00000214391	ENSG00000214391.3	90282560	90284172
22	ENSG00000286365	ENSG00000286365.1	21712761	21714013
11	ENSG00000280201	ENSG00000280201.1	89576913	89577652
22	ENSG00000244671	ENSG00000244671.3	21722895	21723182
22	ENSG00000286127	ENSG00000286127.1	21737448	21744108
11	ENSG00000261645	ENSG00000261645.7	90251204	90915052
22	ENSG00000287446	ENSG00000287446.1	20348758	20354387
22	ENSG00000161133	ENSG00000161133.17	20350578	20377251
12	ENSG00000175215	ENSG00000175215.11	57819927	57846729
4	ENSG00000248336	ENSG00000248336.1	62510469	62510771
4	ENSG00000248515	ENSG00000248515.2	19455418	19938448
14	ENSG00000253692	ENSG00000253692.3	105721794	105722527
11	ENSG00000162344	ENSG00000162344.4	69698238	69704022
10	ENSG00000232903	ENSG00000232903.2	132943967	132965289
4	ENSG00000269848	ENSG00000269848.1	49524030	49524185
14	ENSG00000259073	ENSG00000259073.1	89576216	89577477
4	ENSG00000249064	ENSG00000249064.1	40020240	40021517
10	ENSG00000225899	ENSG00000225899.8	133623895	133626795
14	ENSG00000211942	ENSG00000211942.3	106129540	106130072
14	ENSG00000258521	ENSG00000258521.1	100339832	100340554
14	ENSG00000271201	ENSG00000271201.1	106206603	106208571
22	ENSG00000185252	ENSG00000185252.19	20394115	20408461
2	ENSG00000223647	ENSG00000223647.1	31793823	31803980
2	ENSG00000230730	ENSG00000230730.1	28633282	28664540
4	ENSG00000154277	ENSG00000154277.13	41256413	41268455
5	ENSG00000279638	ENSG00000279638.1	54286194	54286331
2	ENSG00000234597	ENSG00000234597.2	19458220	19468961
2	ENSG00000213729	ENSG00000213729.3	20155618	20156057
14	ENSG00000198604	ENSG00000198604.11	34752731	34875647
5	ENSG00000035499	ENSG00000035499.13	60596912	60700190
10	ENSG00000095574	ENSG00000095574.12	122990807	123008812
2	ENSG00000229621	ENSG00000229621.2	21687430	21710656
11	ENSG00000254971	ENSG00000254971.1	89753982	89754953
11	ENSG00000254437	ENSG00000254437.1	80957317	80957634
11	ENSG00000110218	ENSG00000110218.9	94128841	94181968
2	ENSG00000240960	ENSG00000240960.1	9746704	9746869
2	ENSG00000259080	ENSG00000259080.1	27583046	27635174
12	ENSG00000205426	ENSG00000205426.10	52285913	52291534
2	ENSG00000178295	ENSG00000178295.15	17753858	17788946
10	ENSG00000237169	ENSG00000237169.1	97309138	97309958
7	ENSG00000233383	ENSG00000233383.1	67089257	67089470
10	ENSG00000166272	ENSG00000166272.18	102743948	102834516
7	ENSG00000242265	ENSG00000242265.6	94656325	94669695
11	ENSG00000279299	ENSG00000279299.1	90125658	90126061
11	ENSG00000197692	ENSG00000197692.5	89293745	89294246
11	ENSG00000255482	ENSG00000255482.1	102467255	102498801
11	ENSG00000233536	ENSG00000233536.2	94638038	94640833
11	ENSG00000255504	ENSG00000255504.2	101208905	101209450
11	ENSG00000256779	ENSG00000256779.2	95037482	95039811
18	ENSG00000287879	ENSG00000287879.1	79959579	79963178
11	ENSG00000245832	ENSG00000245832.7	81821272	82718299
18	ENSG00000134755	ENSG00000134755.18	31058840	31102522
10	ENSG00000234309	ENSG00000234309.1	118572871	118573620
10	ENSG00000235266	ENSG00000235266.1	102887874	102888188
7	ENSG00000225443	ENSG00000225443.1	44511025	44511332
10	ENSG00000279626	ENSG00000279626.1	133664429	133665106
7	ENSG00000228769	ENSG00000228769.1	72103181	72104209
10	ENSG00000107949	ENSG00000107949.17	125823546	125853695
7	ENSG00000214252	ENSG00000214252.4	101287482	101289771
15	ENSG00000261296	ENSG00000261296.1	62274163	62278365
7	ENSG00000229886	ENSG00000229886.1	66025126	66031544
7	ENSG00000223836	ENSG00000223836.1	57820032	57820410
7	ENSG00000232072	ENSG00000232072.1	46890625	47049678
11	ENSG00000279045	ENSG00000279045.1	89548130	89548795
7	ENSG00000237818	ENSG00000237818.1	97898347	97899115
11	ENSG00000255209	ENSG00000255209.1	79604967	79612300
11	ENSG00000255929	ENSG00000255929.5	94545330	94740355
15	ENSG00000074696	ENSG00000074696.13	65530418	65578349
11	ENSG00000279696	ENSG00000279696.1	93726654	93729805
11	ENSG00000255539	ENSG00000255539.1	70324871	70327209
17	ENSG00000002834	ENSG00000002834.18	38869859	38921770
11	ENSG00000254985	ENSG00000254985.1	77717712	77718411
2	ENSG00000270846	ENSG00000270846.1	27896116	27897195
11	ENSG00000279341	ENSG00000279341.1	87718667	87721233
2	ENSG00000224626	ENSG00000224626.1	18784807	18787752
2	ENSG00000230737	ENSG00000230737.1	29890371	29892354
11	ENSG00000178301	ENSG00000178301.4	77589391	77610356
2	ENSG00000163032	ENSG00000163032.12	17539126	17657018
22	ENSG00000207343	ENSG00000207343.1	20416797	20416899
22	ENSG00000244486	ENSG00000244486.9	20424584	20437826
7	ENSG00000091129	ENSG00000091129.21	108147623	108456717
11	ENSG00000287917	ENSG00000287917.1	65305406	65314244
11	ENSG00000279163	ENSG00000279163.1	89704164	89704658
11	ENSG00000256007	ENSG00000256007.1	72685075	72693808
5	ENSG00000243160	ENSG00000243160.1	79529302	79530093
11	ENSG00000186280	ENSG00000186280.7	94973709	94999519
12	ENSG00000050405	ENSG00000050405.13	50175788	50283546
5	ENSG00000248418	ENSG00000248418.2	29600676	29600868
5	ENSG00000251613	ENSG00000251613.4	72687112	72771733
5	ENSG00000250066	ENSG00000250066.1	68963246	68967845
5	ENSG00000280438	ENSG00000280438.1	8717684	8717883
5	ENSG00000228367	ENSG00000228367.3	75920670	75921660
11	ENSG00000255084	ENSG00000255084.1	78533176	78558565
11	ENSG00000256752	ENSG00000256752.1	93998643	93999218
5	ENSG00000285000	ENSG00000285000.1	77030902	77152155
11	ENSG00000255305	ENSG00000255305.1	89978540	89980661
5	ENSG00000254170	ENSG00000254170.1	78708734	78716082
11	ENSG00000281655	ENSG00000281655.1	102681310	102683913
11	ENSG00000280085	ENSG00000280085.1	90972316	90972521
11	ENSG00000255143	ENSG00000255143.1	70129297	70149623
5	ENSG00000250164	ENSG00000250164.1	31747644	31748078
11	ENSG00000170967	ENSG00000170967.5	104036640	104039196
11	ENSG00000250519	ENSG00000250519.7	94185439	94282203
5	ENSG00000049860	ENSG00000049860.14	74640023	74722647
11	ENSG00000255515	ENSG00000255515.1	93609760	93610333
2	ENSG00000237326	ENSG00000237326.1	15801747	15810877
2	ENSG00000185013	ENSG00000185013.16	18562872	18589572
10	ENSG00000270965	ENSG00000270965.1	115819842	115820487
11	ENSG00000149972	ENSG00000149972.11	99020949	100358885
10	ENSG00000068383	ENSG00000068383.19	132537787	132783480
22	ENSG00000277971	ENSG00000277971.1	20429241	20446620
22	ENSG00000099910	ENSG00000099910.17	20441519	20495844
17	ENSG00000007171	ENSG00000007171.18	27756766	27800529
1	ENSG00000270330	ENSG00000270330.1	7942372	7942726
1	ENSG00000142684	ENSG00000142684.9	26169908	26170873
1	ENSG00000060642	ENSG00000060642.11	26787054	26800659
2	ENSG00000276411	ENSG00000276411.1	11673964	11676925
2	ENSG00000225402	ENSG00000225402.1	37816915	37817961
22	ENSG00000215493	ENSG00000215493.3	20450122	20451824
2	ENSG00000235127	ENSG00000235127.1	14886647	14907664
22	ENSG00000255156	ENSG00000255156.1	20475203	20475311
22	ENSG00000201916	ENSG00000201916.1	20481158	20481268
22	ENSG00000242876	ENSG00000242876.3	20481935	20482213
2	ENSG00000228563	ENSG00000228563.1	31526942	31563464
22	ENSG00000236670	ENSG00000236670.1	20482815	20484105
22	ENSG00000236003	ENSG00000236003.1	20522070	20523870
2	ENSG00000261104	ENSG00000261104.1	9106593	9109865
2	ENSG00000234275	ENSG00000234275.4	6258348	6341788
22	ENSG00000133433	ENSG00000133433.11	23957414	23961195
1	ENSG00000224064	ENSG00000224064.1	26983628	26984024
1	ENSG00000234619	ENSG00000234619.1	8750430	8751087
2	ENSG00000226649	ENSG00000226649.1	3156756	3157797
1	ENSG00000121769	ENSG00000121769.8	31365253	31376850
2	ENSG00000261117	ENSG00000261117.1	12715415	12716227
2	ENSG00000238111	ENSG00000238111.1	23900693	23901149
14	ENSG00000253587	ENSG00000253587.2	106344385	106344833
14	ENSG00000258718	ENSG00000258718.3	81727780	81743749
2	ENSG00000138050	ENSG00000138050.15	39736060	39779267
14	ENSG00000253345	ENSG00000253345.1	106263362	106263626
14	ENSG00000253462	ENSG00000253462.1	106309417	106309666
14	ENSG00000287346	ENSG00000287346.1	103873148	103880381
18	ENSG00000229442	ENSG00000229442.2	8486997	8513849
18	ENSG00000225212	ENSG00000225212.4	8545635	8546817
22	ENSG00000228039	ENSG00000228039.3	23963780	23964374
22	ENSG00000099974	ENSG00000099974.8	23966888	23972556
18	ENSG00000206418	ENSG00000206418.5	8609437	8639383
22	ENSG00000272787	ENSG00000272787.1	23969211	23969873
22	ENSG00000285762	ENSG00000285762.1	23971378	23980469
1	ENSG00000236963	ENSG00000236963.7	20360579	20431234
22	ENSG00000224205	ENSG00000224205.2	23976872	23991421
22	ENSG00000250470	ENSG00000250470.1	23976904	23977585
22	ENSG00000276950	ENSG00000276950.5	23998401	24005453
18	ENSG00000266708	ENSG00000266708.1	8635179	8636347
18	ENSG00000066926	ENSG00000066926.13	57544377	57586732
14	ENSG00000126777	ENSG00000126777.18	55559072	55701526
5	ENSG00000234553	ENSG00000234553.1	56536583	56537826
22	ENSG00000235689	ENSG00000235689.1	24006305	24008258
5	ENSG00000152380	ENSG00000152380.10	80487969	80542563
12	ENSG00000255745	ENSG00000255745.2	24704503	24775565
22	ENSG00000099991	ENSG00000099991.18	24011192	24178628
12	ENSG00000196935	ENSG00000196935.9	63844700	64162217
10	ENSG00000227143	ENSG00000227143.1	121178700	121185966
1	ENSG00000232557	ENSG00000232557.3	23907111	23907885
10	ENSG00000277687	ENSG00000277687.1	118692361	118693535
1	ENSG00000157330	ENSG00000157330.10	12746200	12763699
10	ENSG00000182022	ENSG00000182022.18	124007668	124093598
2	ENSG00000260331	ENSG00000260331.1	18547386	18548204
2	ENSG00000115194	ENSG00000115194.11	27253684	27275817
5	ENSG00000279531	ENSG00000279531.1	25425412	25425599
5	ENSG00000253333	ENSG00000253333.1	70495100	70500903
5	ENSG00000285999	ENSG00000285999.1	66085405	66093937
1	ENSG00000162413	ENSG00000162413.16	6590724	6614607
15	ENSG00000261702	ENSG00000261702.2	67974391	67974625
5	ENSG00000198865	ENSG00000198865.10	42756818	42802439
15	ENSG00000260172	ENSG00000260172.2	57319138	57325039
15	ENSG00000259307	ENSG00000259307.1	40300670	40301820
15	ENSG00000183324	ENSG00000183324.11	73443164	73560013
4	ENSG00000248685	ENSG00000248685.6	34120090	34335351
4	ENSG00000186222	ENSG00000186222.5	6716174	6717664
4	ENSG00000263327	ENSG00000263327.6	16226685	16320140
15	ENSG00000281183	ENSG00000281183.1	73567012	73569294
4	ENSG00000182223	ENSG00000182223.7	48490252	48494389
6	ENSG00000219951	ENSG00000219951.4	83392416	83393409
6	ENSG00000231112	ENSG00000231112.1	107985811	107986031
15	ENSG00000259591	ENSG00000259591.2	60763593	60765625
6	ENSG00000287557	ENSG00000287557.1	67888977	67998751
6	ENSG00000124608	ENSG00000124608.5	44298731	44313347
15	ENSG00000286696	ENSG00000286696.1	74429445	74431449
15	ENSG00000273851	ENSG00000273851.1	69022230	69024176
15	ENSG00000259410	ENSG00000259410.5	67832725	67873866
1	ENSG00000142627	ENSG00000142627.13	16124337	16156069
15	ENSG00000259473	ENSG00000259473.1	70503907	70505928
15	ENSG00000251161	ENSG00000251161.4	40906811	40910337
15	ENSG00000271232	ENSG00000271232.1	68749501	68750691
4	ENSG00000249235	ENSG00000249235.1	68861332	68861610
5	ENSG00000039123	ENSG00000039123.16	55307989	55425579
4	ENSG00000250541	ENSG00000250541.1	25770266	25773577
15	ENSG00000167139	ENSG00000167139.9	73873564	73889214
4	ENSG00000242197	ENSG00000242197.2	40491733	40492024
10	ENSG00000278518	ENSG00000278518.1	133526259	133527513
2	ENSG00000115761	ENSG00000115761.16	10570754	10689987
10	ENSG00000278831	ENSG00000278831.1	124623353	124624079
10	ENSG00000287609	ENSG00000287609.1	126393489	126398789
10	ENSG00000285676	ENSG00000285676.1	112810031	112821838
4	ENSG00000109184	ENSG00000109184.15	51843000	51916837
10	ENSG00000232823	ENSG00000232823.2	119683127	119683823
10	ENSG00000236818	ENSG00000236818.1	99013103	99013952
10	ENSG00000138162	ENSG00000138162.19	121989163	122254545
6	ENSG00000218582	ENSG00000218582.2	79953005	79954011
6	ENSG00000013392	ENSG00000013392.8	83193357	83198935
6	ENSG00000217120	ENSG00000217120.1	103002514	103003897
6	ENSG00000186743	ENSG00000186743.2	116038756	116039495
6	ENSG00000227131	ENSG00000227131.1	40271566	40276237
